web-scraper-order,web-scraper-start-url,position,position-href,company,province,employment,qualifications,text,pagination,skills_text
1753677642-1,https://www.linkedin.com/jobs/search/?currentJobId=3979161731&geoId=105146118&origin=JOB_SEARCH_PAGE_SEARCH_BUTTON&refresh=true&start=500,"Specialist, Production 
    
    

Specialist, Production with verification",https://www.linkedin.com/jobs/view/4073233196/?eBP=CwEAAAGYT1P_0L7uFZnbUROisLEVGq39Cd6__U8rbY5KYSJrhwCuA_gz3kC5gKHvbii9TrB7v4Dh2Fzt33tbxGOB29ESxBpNENaytk0xUzj5tR5Nhz_SwbNx7F3-q9KIMFg7TMKezUw_m0DYSQyHH5f00RuBcov-0Ry-wlp0MI9LFMgAsDSS6G_es9W8UO1gKLlDnqD4TBclEI_2ZfOkVHQgvVJLxZZ810tLt3gRjCpgodWPRE7wKkCURWB0h3BFY7LHLdxXIECJC1KsAeFcKWfp56II3lUDbHyMXOeFro1Xko1SkvRxkfPMIpi5eGZDIejo-KmU7DRobIfQpdbGuk6mYpmfbong0x7ckNuCiWNEEqBRpOyC3Zjiza6yQ0a_MSQAZZ4Y4FpbmZSb6tdghJm5ltjvLkb45IAkRWXiAcx1aRZcLoAbmmZl6xTyPMid-aqihF8B0H0hVLyzArP-cg8VN0Acl_s_MPE9w8zDAJx2XliAHgwAci2IrBphF-kUy-pOzaThBUT6nZfjYw&refId=YomB4%2FCfgvzl6jYUo503tQ%3D%3D&trackingId=PlyiArAyfNCzimBK5eIh9g%3D%3D&trk=flagship3_search_srp_jobs,Pandora,"กรุงเทพมหานคร, ประเทศไทย · โพสต์ใหม่ 6 วันก่อน · 94 คนคลิกสมัครส่งเสริมโดยผู้ว่าจ้าง · การตอบกลับที่จัดการผ่าน LinkedIn","แบบผสม
                              

                              
                                พนักงานประจำ",,"เกี่ยวกับงาน
            

            
                
                  Imagine being responsible for oversee production, delivery, data analysis, problem-solving, and automation for the world’s largest jewellery brand. If you love solving challenges with your superb Engineering skills, then you might be our next  Specialist  for Production  at Pandora Crafting & Supply.

 We love that you will… 

Process Optimization:

       Analyse existing production processes and identify opportunities for optimization, cost reduction, and efficiency improvement with a long-term solution and safe manufacturing systems.  Develop and design efficient and effective manufacturing processes that meet the required product specifications and quality standards. 



Risk Mitigation:

       Collaborate and implement Failure Mode and Effects Analysis (FMEA) methodologies to systematically assess and prioritize risks in the production line with cross-functional teams.  Conduct thorough analyses of jewellery production processes, identifying potential failure modes and weaknesses. 



Quality:

       Implement and enforce quality control measures to maintain and improve to the highest standards of craftsmanship and product quality are consistently achieved.  Identify and resolve any issues or challenges related to the manufacturing process (including RCI/RMA).  Conduct root cause analysis and implement corrective actions to prevent the recurrence of problems. 



Innovation:

       Stay abreast of new technologies and methodologies that can enhance process efficiency.  Integrate innovative technologies into existing processes where applicable.  Maintain quality control measures to ensure the highest standards of new technologies and innovations in the production process, such as automation, and other advancements, to maintain efficiency and precision. 



Material Selection and Testing:

       Collaborate with materials specialists to evaluate, select, and test materials used in the jewellery production process to ensure compliance with quality standards.  Conduct the special tasks as assigned, such as working with vendors and internal resources to determine cost-effective solutions without compromising the quality and safety of new supply materials, second-source materials, and equipment, before implementing them in the production line. 



Collaboration with Cross-functional Teams:

       Work closely with the I&PD, production, pre-production maintenance, quality surveillance & improvement and manufacturing quality control teams to ensure seamless collaboration, communication and integration throughout the jewelry manufacturing process. 



Continuous Improvement:

       Proactively identify areas for improvement and develop strategies for continuous process enhancement, cost reduction, increasing productivity, lead time reduction, FROT, and waste minimization.  Stay informed about industry trends, best practices, and advancements in process engineering. 



Training and Development:

       Maintain and improve quality control guidance for production staff on new processes, equipment, and technologies to ensure a skilled and adaptable workforce.  Engage in ongoing professional development to enhance skills and knowledge. 



Data Analysis and Documentation:

       Create and maintain comprehensive documentation of processes, procedures, changes and improvements for reference and compliance purposes. 



Cost-Efficiency Enhancement:

       Evaluate and propose initiatives to optimize operational processes, aiming at reducing operational costs while maintaining or improving product quality. 



Plant KPI :

       Percentage increase in overall production efficiency (Productivity).  Reduce the defect rate, scrap rate, and rework rate (%S&R).  Control cost per unit  Number of non-compliance and safety incidents (Safety).  Behaviour must rely on Pandora's values. 



Individual KPI (As assigned)

       Percentage reduction in operational costs (Cost saving).  Number of successful process innovations implemented (Improvement project/Kaizen/Lean/Six sigma).  Percentage reduction in RCI/RMA. 



 We love that you are… 

 Welcome to our Crafting & Supply 

       Bachelor’s degree in mechanical engineering, Industrial Engineering, or a related field.  3+ years of experience in a production engineering role.  Strong understanding of manufacturing processes and principles.  Proficiency in automation technologies, including PLC programming, robotics, and SCADA systems. (Prefer)  Experience with data analysis tools (e.g., SQL, Python, Power BI) and statistical analysis techniques.  Strong problem-solving and analytical skills.  Excellent communication and interpersonal skills.  Ability to work independently and as part of a team 



Able to communicate effectively in English

The magic happens at our crafting facilities, where we combine centuries-old crafting traditions and high-quality materials with modern production techniques. You will be warmly greeted with over 13,000 craftspeople who are excellent at crafting and supplying the world’s largest jewellery brand with our craftsmanship. You will be part of a team of 749 people and report to Manager, Production who also oversee 748.

Join a team that is as diverse and inclusive as our jewellery. We believe and value creative thinking and ensure that there’s equitable opportunities for all.

       Foster your growth and craft opportunities through our learning and development programmes.  At Pandora, no effort or contribution goes unnoticed. We offer a wide range of opportunities and benefits to ensure that our employees feel valued, supported, and cared for.  Transportation services are also available to drop you at the closet BTS station and other community areas. 



About Pandora Crafting & Supply

Pandora started crafting its jewellery in Thailand in 1989, where our founders fell in love with the delicate craftsmanship of the Thai people. To date, there are two crafting facilities in Thailand, Bangkok, and Lamphun, and we employ more than 13,000 skilled craftspeople. By the end of 2023, there are 107 million pieces sold globally, all of which were hand-finished here in Thailand by our skilled craftspeople using high-quality raw materials and sustainable methods.

About Pandora Group

Pandora is the world’s largest jewellery brand. Designed in Denmark and crafted in Thailand, Pandora jewellery provides endless opportunities for personalisation, allowing people to express their passions and show who they are. The company’s products are made from high-quality materials and sold in more than 100 countries through 6,700 points of sale, including 2,600 concept stores.

Pandora is committed to leadership in sustainability and is sourcing lab-grown stones and recycled silver and gold for all its jewellery. Headquartered in Copenhagen, Denmark, Pandora employs 33,000 people worldwide, is listed on the Nasdaq Copenhagen stock exchange, and generated sales of DKK 28.1 billion (EUR 3.8 billion) in 2023.",,"Analytical Skills
              
            
              
                        
    
    




    เพิ่ม

              
          
          
            

                
                  
    
    


                
              
                Communication
              
            
              
                        
    
    




    เพิ่ม

              
          
          
            

                
                  
    
    


                
              
                Failure Modes
              
            
              
                        
    
    




    เพิ่ม

              
          
          
            

                
                  
    
    


                
              
                Key Performance Indicators
              
            
              
                        
    
    




    เพิ่ม

              
          
          
            

                
                  
    
    


                
              
                Manufacturing
              
            
              
                        
    
    




    เพิ่ม

              
          
          
            

                
                  
    
    


                
              
                Manufacturing Processes
              
            
              
                        
    
    




    เพิ่ม

              
          
          
            

                
                  
    
    


                
              
                Problem Solving
              
            
              
                        
    
    




    เพิ่ม

              
          
          
            

                
                  
    
    


                
              
                Production Engineering
              
            
              
                        
    
    




    เพิ่ม

              
          
          
            

                
                  
    
    


                
              
                Production Processes
              
            
              
                        
    
    




    เพิ่ม

              
          
          
            

                
                  
    
    


                
              
                Quality Control
              
            
              
                        
    
    




    เพิ่ม"
1753677673-2,https://www.linkedin.com/jobs/search/?currentJobId=3979161731&geoId=105146118&origin=JOB_SEARCH_PAGE_SEARCH_BUTTON&refresh=true&start=500,"Product Owner, Digital Direct PlatformProduct Owner, Digital Direct Platform",https://www.linkedin.com/jobs/view/4269773298/?eBP=CwEAAAGYT1P_0NhCBAEU2H2ENUq1hutdjSIZGjVUIxFd_Hk9fF_Yv0EusYWWZhj4jQAuPCGJZy0SPIxOfxLDvHgWsn-g7a61URJM2HpZbXsN-BVV3s-dufLAB8MgCmDXJdT9lN7roUYw2rublybIk2mteDPrjENLBHMDnEHSp42bDhbNWGukOoCTxY2nldBHS33e1BRmv5MMX8jIQPHDWMr7z-hI0Ll8V9LN0bc4pzCkQcjL-yHZOCvmX9mOSAfQ7mPFtUoHxYMXcFpL-AR270uYikjwv2-yOvcbXeBBH5Uv0YtBgMP-tXucsDuTWCYX7rVO8lv3JaIHDAPS78eFwB1A8zw3ezQIAbNGgJBfNfvXJy4eZFXediZVQivyI_rh50naX3SsVw08FYPGYV-zDkSXvKdCpbafvwdY9DL4FJ2Qp2sTyCLHRsDmFfdQqBUBK1WNa7UNfbgjkyX9kGlTiP6wEtSuTSz-MkfT0F-yiE4AU2uP9_ymWFzO6zLQ2j1BEZmj977HIyP19E0&refId=YomB4%2FCfgvzl6jYUo503tQ%3D%3D&trackingId=7ygAl7Q%2BFjj79bTRXxh89w%3D%3D&trk=flagship3_search_srp_jobs,AIA Thailand,"กรุงเทพมหานคร, กรุงเทพมหานคร, ประเทศไทย · 1 สัปดาห์ก่อน · ผู้สมัครกว่า 100 คนส่งเสริมโดยผู้ว่าจ้าง · ยังไม่มีข้อมูลเชิงลึกในการตอบกลับ","แบบผสม
                              

                              
                                พนักงานประจำ
                              

                              
                                กึ่งอาวุโส",,"เกี่ยวกับงาน
            

            
                
                  Job Summary:We are seeking a strategic and customer-focused Product Owner to lead the development and optimization of our digital insurance platform focused on online sales. This role integrates product development, digital marketing, and multi-channel collaboration to drive online conversions and manage drop-offs through offline channels such as agency partners and telemarketing teams.
Key Responsibilities:• Define and maintain the product roadmap for the digital insurance website, enhance user experience and streamline the online purchase journey.• Initiate product request to the Product Development Committee based on market insights and business strategy.• Collaborate to define product specifications, system modification, and perform UAT • Work closely with web developers and the IT team to ensure the website is fully integrated with core insurance systems (e.g., policy issuance, payment, CRM).• Collaborate with the digital marketing team to plan and execute campaigns that drive traffic and conversions.• Identify and analyze drop-off points in the digital purchase journey.• Develop mechanisms to capture and redirect dropped leads to offline channels such as Agency and Telemarketing teams for proactive outreach and conversion.• Coordinate with agency, telemarketing, and bancassurance teams to ensure product and campaign alignment across all channels.• Own and prioritize the product backlog, writing user stories and acceptance criteria for website development.• Lead sprint planning and reviews with UX/UI design and development team.• Define and track KPIs such as traffic, bounce rate, conversion rate, drop-off recovery rate, and campaign ROI.• Continuously optimize the platform for performance, SEO, and mobile responsiveness.
Qualifications:• Bachelor’s degree in business, Marketing, Computer Science, or related field.• 5+ years of experience as a Product Owner or Product Manager in digital platforms, preferably in insurance or e-commerce.• Insurance background is a plus• Experience working with digital marketing teams and managing cross-channel product alignment.• Experience working with IT teams and integrating digital platforms with backend systems.• Knowledge of SEO, digital marketing, and conversion rate optimization (CRO).
In accordance with recruitment policy and hiring standard of AIA (Thailand) Company Limited, after completing the selection process, you are required for criminal background check before joining the company. Your criminal record information will be retained according to the PDPA policy of the company. As per attached link [https://www.aia.co.th/th/about-aia/privacy/candidate]",,"Computer Science
              
            
              
                        
    
    




    เพิ่ม

              
          
          
            

                
                  
    
    


                
              
                E-Commerce
              
            
              
                        
    
    




    เพิ่ม

              
          
          
            

                
                  
    
    


                
              
                Jira
              
            
              
                        
    
    




    เพิ่ม

              
          
          
            

                
                  
    
    


                
              
                Key Performance Indicators
              
            
              
                        
    
    




    เพิ่ม

              
          
          
            

                
                  
    
    


                
              
                Product Development
              
            
              
                        
    
    




    เพิ่ม

              
          
          
            

                
                  
    
    


                
              
                Product Management
              
            
              
                        
    
    




    เพิ่ม

              
          
          
            

                
                  
    
    


                
              
                Product Road Mapping
              
            
              
                        
    
    




    เพิ่ม

              
          
          
            

                
                  
    
    


                
              
                Scrum
              
            
              
                        
    
    




    เพิ่ม

              
          
          
            

                
                  
    
    


                
              
                Sprint Planning
              
            
              
                        
    
    




    เพิ่ม

              
          
          
            

                
                  
    
    


                
              
                User Experience (UX)
              
            
              
                        
    
    




    เพิ่ม"
1753677715-3,https://www.linkedin.com/jobs/search/?currentJobId=3979161731&geoId=105146118&origin=JOB_SEARCH_PAGE_SEARCH_BUTTON&refresh=true&start=500,"Management Trainee for Credit Analyst (MTCA) 
    
    

Management Trainee for Credit Analyst (MTCA) with verification",https://www.linkedin.com/jobs/view/4270071287/?eBP=CwEAAAGYT1P_0CiBNuJ2P_n3a3gSzU4NBXC7iA06bKXADTeb5ceuc4TysPejNU5zRnI2aST_P4YK4nTcXDDEVHHF2OoszWyv9mHmcm-dufj1TpDYwKG-ErcstAUladK583C7Cax6znB0o9b1qhaKDX0A-yWPttUbn-zjfSuAQICW_Tp-ikdf957yYYdpkcMiTiAAzYCP8V2a1-3zWiArvxNQcO6303mQl8taTje4kn0BACUH0y8zN4Ikp329Ac31u7RJR87FPkCg3-22ptaKfcQ8wntYu-lXzWRn4oAkRNyKKduL6zrSMF8xtHEfsakuV8R-yimNWPyVYC-8JGYJqf0C2pzFrpwR8_8DtFDbsOTn4JCeWQRXXT1-U9EUCpwhhF2mI4HBd2t4P2Nuhj8LfGjC8WyczUiCUvmKxDsm4UDHyloJ6FQVUjPG9KhaPlNx0qAsccHpk8T-z5Z3olKKGzVy2DO12VIW2OE2oHXwxheZL2UpsXB50EuwS-pFnm5YShTc0HqqOCh_I_f2jA&refId=YomB4%2FCfgvzl6jYUo503tQ%3D%3D&trackingId=76b%2FNoXzfjghvS%2FNJcTTzQ%3D%3D&trk=flagship3_search_srp_jobs,Krungthai Bank,เขตปริมณฑลกรุงเทพมหานคร · 1 สัปดาห์ก่อน · ผู้สมัคร 82 คนส่งเสริมโดยผู้ว่าจ้าง · การตรวจสอบผู้สมัครอย่างจริงจัง,"ในสถานที่
                              

                              
                                พนักงานประจำ
                              

                              
                                ประสบการณ์น้อย",ระยะเวลาการรับสมัคร,"เกี่ยวกับงาน
            

            
                
                  โครงการ Management Trainee for Credit Analyst (MTCA) สังกัด Wholesale Banking
ธนาคารกรุงไทยเปิดโอกาสให้กับคนรุ่นใหม่ ที่พร้อมจะเติบโตในสายงานวิเคราะห์สินเชื่อ ได้มีโอกาสมาร่วมเป็นส่วนหนึ่งกับครอบครัวกรุงไทย ในโครงการ Management Trainee for Credit Analyst เปิดรับสมัครแล้ววันนี้ กว่า 40 อัตรา
หน้าที่ความรับผิดชอบวิเคราะห์การอนุมัติสินเชื่อขนาดใหญ่ และการปรับปรุงโครงสร้างหนี้ รวมทั้งติดตามและดำเนินการให้หน่วยงานที่เกี่ยวข้องปฏิบัติตามเงื่อนไขและเป็นไปตามนโยบาย กฎเกณฑ์ มาตรฐานสินเชื่อ และการควบคุมความเสี่ยงที่เกี่ยวข้องกับสินเชื่อธุรกิจขนาดใหญ่ ตลอดจนประสานงานในด้านต่างๆ เพื่อให้การปฏิบัติงานบรรลุเป้าหมายที่ธนาคารกำหนด
คุณสมบัติ      อายุไม่เกิน 30 ปี (นับถึงวันที่ 30 มิถุนายน 2568)นิสิต /นักศึกษาจบใหม่ หรือมีประสบการณ์ด้านวิเคราะห์สินเชื่อและที่เกี่ยวข้องวุฒิการศึกษาระดับปริญญาตรี หรือปริญญาโท ในสาขาวิชา การบัญชี การเงินการธนาคาร บริหารธุรกิจ เศรษฐศาสตร์ วิศวกรรมศาสตร์ หรือสาขาที่เกี่ยวข้อง (สำหรับผู้สมัครที่จบการศึกษาในระดับปริญญาตรี ต้องมี GPAX 3.00 ขึ้นไป)ทักษะด้านภาษาอังกฤษในระดับดี (ฟัง พูด อ่าน เขียน)หากมีคะแนนภาษาอังกฤษ เช่น TOEIC 700 หรือ TOEFL 550 PBT / 210 CBT /80 IBT หรือ IELTS 6.0 ให้ยื่นเพื่อประกอบการพิจารณา)หากมี Certificate คุณวุฒิพิเศษที่เกี่ยวข้องกับการปฏิบัติงาน ได้แก่ Omega และ CFA จะได้รับการพิจารณาเป็นพิเศษ

ระยะเวลาการรับสมัครตั้งแต่บัดนี้ จนถึง วันพุธ ที่ 20 สิงหาคม 2568ประมาณการการคัดเลือก (กำหนดการอาจมีการเปลี่ยนแปลงตามความเหมาะสม)      ประกาศรายชื่อผู้มีสิทธิ์สอบข้อเขียน : สัปดาห์ที่ 4 ของ เดือนสิงหาคม 2568สอบข้อเขียน : สัปดาห์ที่ 1-2 ของเดือนกันยายน 2568สอบสัมภาษณ์ : สัปดาห์ที่ 3-4 ของเดือนกันยายน 2568

เอกสารประกอบการสมัครโปรดแนบ Resume/Transcript/ผลการทดสอบภาษาอังกฤษ (ถ้ามี) เพื่อประกอบการพิจารณาคัดเลือก(ตามขั้นตอนการกรอกใบสมัคร) หรือ Click Link : https://forms.gle/kAf6XUhCpBaQG7o2A
*สมัครได้แล้ววันนี้ไปจนกว่าจะแจ้งปิดรับสมัครหากมีข้อสงสัยโปรดติดต่อ โทร. 02-345-1745 (คุณภทร)
หมายเหตุธนาคารจะแจ้งผลการคัดเลือกทาง Email ที่ผู้สมัครให้ไว้ในข้อมูลการสมัครงาน เพื่อเข้ามาตรวจสอบรายชื่อทางเว็บไซต์ธนาคาร และคุณสมบัติของผู้สมัคร ตามประกาศรับสมัคร ธนาคารขอสงวนสิทธิ์ในการคัดเลือกผู้สมัครที่มีคุณสมบัติเหมาะสมกับตำแหน่งงานที่สุดเข้ารับการทดสอบ ซึ่งผู้สมัครรับทราบและยินดีปฏิบัติตามเงื่อนไขของธนาคารทุกประการและจะไม่เรียกร้องใด ๆ ทั้งสิ้นการรับสมัคร สอบข้อเขียน สอบสัมภาษณ์ การประกาศรายชื่อผู้ผ่านการคัดเลือก ทุกขั้นตอนการรับสมัครธนาคารไม่มีการเรียกร้องค่าใช้จ่ายใด ๆ จากผู้สมัครทั้งสิ้นและเป็นการดำเนินการจากธนาคารกรุงไทยเท่านั้น โปรดอย่าหลงเชื่อคำแอบอ้างใด ๆ ว่าสามารถให้ความช่วยเหลือในการเข้าทำงานกับ บมจ.ธนาคารกรุงไทยได้ หรือคำโฆษณาว่ามีแนวข้อสอบที่ใช้ในการสอบเข้าทำงานกับธนาคารจำหน่าย เนื่องจากธนาคารมีกระบวนการและขั้นตอนการสอบที่รัดกุม และการใช้วิธีการใด ๆ ที่นอกเหนือจากการใช้ความรู้ความสามารถของตนเองในการสอบ ธนาคารจะถือว่าผู้นั้นทุจริตในการสอบ ซึ่งจะมีผลทำให้ถูกปรับตกในทุกขั้นตอน และจะดำเนินคดีกับผู้ที่เกี่ยวข้องในการทุจริตทุกคน ผู้ทุจริตจะไม่มีสิทธิสมัครสอบเข้าทำงานกับธนาคารอีก และหากตรวจพบหลังจากได้เข้าทำงานกับธนาคารแล้ว จะถือว่าเป็นผู้กระทำผิดวินัยอย่างร้ายแรง และธนาคารจะเลิกจ้างทันที
""ท่านสามารถอ่านและศึกษานโยบายความเป็นส่วนตัวของธนาคารกรุงไทย จำกัด (มหาชน) ที่ https://krungthai.com/th/content/privacy-policy ทั้งนี้ ธนาคารไม่มีเจตนาหรือความจำเป็นใดๆ ที่จะประมวลผลข้อมูลส่วนบุคคลที่มีความอ่อนไหว รวมถึงข้อมูลที่เกี่ยวข้องศาสนาและ/หรือหมู่โลหิต ซึ่งอาจปรากฏอยู่ในสำเนาบัตรประจำตัวประชาชนของท่านแต่อย่างใด ดังนั้น กรุณาอย่าอัปโหลดเอกสารใดๆ รวมถึงสำเนาบัตรประจำตัวประชาชน หรือกรอกข้อมูลส่วนบุคคลที่มีความอ่อนไหวหรือข้อมูลอื่นใด ซึ่งไม่เกี่ยวข้องหรือไม่จำเป็นสำหรับวัตถุประสงค์ในการสมัครงานไว้บนเว็บไซต์ นอกจากนี้ กรุณาดำเนินการให้แน่ใจว่าได้ดำเนินการลบข้อมูลส่วนบุคคลที่มีความอ่อนไหว (ถ้ามี) ออกจากเรซูเม่และเอกสารอื่นใดก่อนที่จะอัปโหลดเอกสารดังกล่าวไว้บนเว็บไซต์แล้วด้วย ทั้งนี้ ธนาคารมีความจำเป็นต้องเก็บรวบรวมข้อมูลส่วนบุคคลเกี่ยวกับประวัติอาชญากรรมของท่านเพื่อบรรลุวัตถุประสงค์ในการพิจารณารับบุคคลเข้าทำงาน หรือการตรวจสอบคุณสมบัติ ลักษณะต้องห้าม หรือพิจารณาความเหมาะสมของบุคคลที่จะให้ดำรงตำแหน่ง ซึ่งการให้ความยินยอมเพื่อเก็บรวบรวม ใช้ หรือเปิดเผยข้อมูลส่วนบุคคลเกี่ยวกับประวัติอาชญากรรมของท่านมีความจำเป็นสำหรับการเข้าทำสัญญาและการได้รับการพิจารณาตามวัตถุประสงค์ดังกล่าวข้างต้น ในกรณีที่ท่านไม่ให้ความยินยอมในการเก็บรวบรวม ใช้ หรือเปิดเผยข้อมูลส่วนบุคคลเกี่ยวกับประวัติอาชญากรรม หรือมีการถอนความยินยอมในภายหลัง ธนาคารอาจไม่สามารถดำเนินการเพื่อบรรลุวัตถุประสงค์ดังกล่าวข้างต้นได้ และอาจ ทำให้ท่านสูญเสียโอกาสในการได้รับการพิจารณารับเข้าทำงานกับธนาคาร""
#กรุงไทย #ติดปีกความสำเร็จคุณ #KrungthaiCareer",,"Analytics
              
            
              
                        
    
    




    เพิ่ม

              
          
          
            

                
                  
    
    


                
              
                Business Innovation
              
            
              
                        
    
    




    เพิ่ม

              
          
          
            

                
                  
    
    


                
              
                Communication
              
            
              
                        
    
    




    เพิ่ม

              
          
          
            

                
                  
    
    


                
              
                Competitive Analysis
              
            
              
                        
    
    




    เพิ่ม

              
          
          
            

                
                  
    
    


                
              
                Problem Solving
              
            
              
                        
    
    




    เพิ่ม

              
          
          
            

                
                  
    
    


                
              
                Product Development
              
            
              
                        
    
    




    เพิ่ม

              
          
          
            

                
                  
    
    


                
              
                Product Management
              
            
              
                        
    
    




    เพิ่ม

              
          
          
            

                
                  
    
    


                
              
                Project Management
              
            
              
                        
    
    




    เพิ่ม

              
          
          
            

                
                  
    
    


                
              
                User Acceptance Testing
              
            
              
                        
    
    




    เพิ่ม

              
          
          
            

                
                  
    
    


                
              
                User Stories
              
            
              
                        
    
    




    เพิ่ม"
1753677746-4,https://www.linkedin.com/jobs/search/?currentJobId=3979161731&geoId=105146118&origin=JOB_SEARCH_PAGE_SEARCH_BUTTON&refresh=true&start=500,Business Operations AssociateBusiness Operations Associate,https://www.linkedin.com/jobs/view/4268149116/?eBP=CwEAAAGYT1P_0DHeQWfHeGVB8hRSqF8ASwMVFlLOB-Hgq9qCvvr6SrBsDdzqcOaP19xR4VdHh1qWMsyB_6rBBa4VCCkVBKo3X7Cl9dceMamnIsTPyPQqIB4mgmNKglpgGELUruHxRCnSMXdEhL7NM1GxosIfdBalVatgY3LyKhdbxOYl-OIzk9zTlEMRNJg1WXGsKgaXvrRnrjnGWB9Yc1IaIrfknmGCyt_o_SR-ucjpiS30DZgK1rGpYisljDw0cgdUZZW_nAHG0AjWyj-vJIIGRZ4il04y57D80Jyp_S5RazokoKIFYmHV29jGMmkm91JVpswMchMHcqvQ9jT_lc77bl-KhKkfXt5wOI5ncBQoYGzQhBzNpdpoRppYgngzST64XeKwgNiAz5sl9C5FM-rKTxO4Dv7vuBHlySW051oCSaIk57XkYvhxPhKLe3KnFl4LNypVFI7g-NYrNLM&refId=YomB4%2FCfgvzl6jYUo503tQ%3D%3D&trackingId=jrzPhKPwySxz7psvIlca1A%3D%3D&trk=flagship3_search_srp_jobs,Potico.co.th,"กรุงเทพมหานคร, ประเทศไทย · 1 สัปดาห์ก่อน · ผู้สมัครกว่า 100 คนส่งเสริมโดยผู้ว่าจ้าง · การตรวจสอบผู้สมัครอย่างจริงจัง","ในสถานที่
                              

                              
                                พนักงานประจำ",,"เกี่ยวกับงาน
            

            
                
                  Position: Business Operations AssociateLocation: Bangkok, Thailand (On-site)Company: Potico.co.th – Thailand’s leading flower and gifting online shop
⸻
About Us
Potico.co.th is a fast-growing e-commerce startup specializing in flower and gift delivery across Thailand. With a strong reputation for quality, affordability, and same-day delivery in 50+ cities, we’re on a mission to create unforgettable gifting experiences. We are part of the largest Southeast Asia gifting group with active operations in Thailand, the Philippines, Vietnam, and Singapore, giving us regional reach and shared innovation across markets.
⸻
Job Overview
We are looking for a proactive and detail-oriented Business Operations Associate to support day-to-day functions and cross-team initiatives that drive efficiency and enhance the customer experience. In this role, you’ll help improve operational processes, optimize resource use, and support various departments—including Finance, Commercial, Marketing, and HR—to ensure smooth, aligned business operations.
⸻
Key Responsibilities
- Help improve operations processes to enhance customer experience and optimize resources.- Coordinate with various teams (Finance, Commercial, Marketing, HR) to ensure smooth operations and alignment with business goals.- Assist with accounting and inventory tasks, including ordering supplies and maintaining accurate stock counts.- Collaborate with the Business Development teams in preparing the documents and ensuring the stocks are filled.- Support the organization of mega campaigns (Valentine’s Day, Christmas, Mother’s Day) by coordinating efforts across departments.- Take on additional ad-hoc tasks and special projects as required to support overall business operations.⸻
Requirements • Bachelor’s degree in Business Administration, Finance, Economics, Operations Management, or a related field. • Strong Excel/Google Sheets skills • Highly organized, self-motivated, and proactive • Owns a personal laptop and eager to learn in a startup environment • Fresh graduates with an enthusiastic mindset are highly encouraged to apply!
⸻
Benefits • Dynamic startup environment with regional exposure • Working hours: Monday to Friday, 9:00 AM – 6:00 PM • Health insurance provided• Career development in a fast-growing digital brand • Salary: 25,000-30,000 Baht",,"Business Administration
              
            
              
                        
    
    




    เพิ่ม

              
          
          
            

                
                  
    
    


                
              
                Business Development
              
            
              
                        
    
    




    เพิ่ม

              
          
          
            

                
                  
    
    


                
              
                Business Operations
              
            
              
                        
    
    




    เพิ่ม

              
          
          
            

                
                  
    
    


                
              
                Customer Experience
              
            
              
                        
    
    




    เพิ่ม

              
          
          
            

                
                  
    
    


                
              
                Economics
              
            
              
                        
    
    




    เพิ่ม

              
          
          
            

                
                  
    
    


                
              
                Google Sheets
              
            
              
                        
    
    




    เพิ่ม

              
          
          
            

                
                  
    
    


                
              
                Office Equipment
              
            
              
                        
    
    




    เพิ่ม

              
          
          
            

                
                  
    
    


                
              
                Operations
              
            
              
                        
    
    




    เพิ่ม

              
          
          
            

                
                  
    
    


                
              
                Operations Processes
              
            
              
                        
    
    




    เพิ่ม

              
          
          
            

                
                  
    
    


                
              
                Problem Solving
              
            
              
                        
    
    




    เพิ่ม"
